medication_id,medication_name,pharm_class_cd,pharm_class_title,simple_generic_cd,simple_generic_title,generic_name,gpi,strength,form,route
85372,"FENTANYL 800 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 800 mcg buccal tablet, effervescent",546705,800 mcg,"tablet, effervescent",buccal
85457,"MORPHINE ER 30 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 30 mg capsule,extended release pellets",547722,30 mg,"capsule,extend.release pellets",oral
85458,"MORPHINE ER 60 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 60 mg capsule,extended release pellets",547723,60 mg,"capsule,extend.release pellets",oral
85463,"MORPHINE ER 80 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 80 mg capsule,extended release pellets",547792,80 mg,"capsule,extend.release pellets",oral
85496,"MORPHINE ER 20 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 20 mg capsule,extended release pellets",548174,20 mg,"capsule,extend.release pellets",oral
85497,"MORPHINE ER 50 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 50 mg capsule,extended release pellets",548175,50 mg,"capsule,extend.release pellets",oral
85498,"MORPHINE ER 100 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 100 mg capsule,extended release pellets",548176,100 mg,"capsule,extend.release pellets",oral
85507,MORPHINE CONCENTRATE 10 MG/0.5 ML ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine concentrate 10 mg/0.5 mL oral solution,548267,10 mg/0.5 mL,solution,oral
85508,MORPHINE CONCENTRATE 5 MG/0.25 ML ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine concentrate 5 mg/0.25 mL oral solution,548270,5 mg/0.25 mL,solution,oral
85509,MORPHINE CONCENTRATE 30 MG/1.5 ML ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine concentrate 30 mg/1.5 mL oral solution,548271,30 mg/1.5 mL,solution,oral
85520,HYDROCODONE 3.33 MG-ACETAMINOPHEN 167 MG/5 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 3.33 mg-acetaminophen 167 mg/5 mL oral solution,548491,3.33-167 mg/5 mL,solution,oral
85555,ROXANOL CONCENTRATE 30 MG/1.5 ML ORAL SOLUTION,12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,morphine concentrate 30 mg/1.5 mL oral solution,548271,30 mg/1.5 mL,solution,oral
85615,OXYCODONE-ACETAMINOPHEN 2.5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-400 mg tablet,549161,2.5-400 mg,tablet,oral
85616,OXYCODONE-ACETAMINOPHEN 5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-400 mg tablet,549162,5-400 mg,tablet,oral
85617,OXYCODONE-ACETAMINOPHEN 7.5 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 7.5 mg-400 mg tablet,549163,7.5-400 mg,tablet,oral
85618,OXYCODONE-ACETAMINOPHEN 10 MG-400 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-400 mg tablet,549165,10-400 mg,tablet,oral
85752,"MORPHINE ER 200 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 200 mg capsule,extended release pellets",550062,200 mg,"capsule,extend.release pellets",oral
85769,ASPIRIN 356.4 MG-CAFFEINE 30 MG-DIHYDROCODEINE 16 MG CAPSULE,13496,"OPIOID ANALGESIC, SALICYLATE, AND XANTHINE COMB.",9990307167,ASPIRIN/CAFFEIN/DIHYDROCODEINE,aspirin 356.4 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule,550165,356.4-30-16 mg,capsule,oral
85901,SYNALGOS-DC 356.4 MG-30 MG-16 MG CAPSULE,13496,"OPIOID ANALGESIC, SALICYLATE, AND XANTHINE COMB.",9990307167,ASPIRIN/CAFFEIN/DIHYDROCODEINE,aspirin 356.4 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule,550165,356.4-30-16 mg,capsule,oral
86017,OXYCODONE 20 MG/ML (1 ML) ORAL CONCENTRATE,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 20 mg/mL (1 mL) oral concentrate,551083,20 mg/mL (1 mL),concentrate,oral
86018,ETH-OXYDOSE 20 MG/ML (1 ML) ORAL CONCENTRATE,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 20 mg/mL (1 mL) oral concentrate,551083,20 mg/mL (1 mL),concentrate,oral
86228,BUTALBITAL COMPOUND WITH CODEINE 30 MG-50 MG-325 MG-40 MG CAPSULE,13118,"OPIOID AND SALICYLATE ANALGESICS,BARBIT,XANTHINE",9990305625,CODEINE/BUTALBITAL/ASA/CAFFEIN,codeine-butalbital-ASA-caffeine 30 mg-50 mg-325 mg-40 mg capsule,229786,30-50-325-40 mg,capsule,oral
86359,HYDROMORPHONE 3 MG/30 ML IN 0.9 % SODIUM CHLORIDE PCA INTRAVENOUS SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 3 mg/30 mL in 0.9 % sodium chloride PCA intravenous soln,549197,3 mg/30 mL,patient control.analgesia soln,intravenous
86360,HYDROMORPHONE 12 MG/30 ML IN 0.9 % SOD. CHLORIDE PCA INTRAVENOUS SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 12 mg/30 mL in 0.9 % sod. chloride PCA intravenous soln,549199,12 mg/30 mL,patient control.analgesia soln,intravenous
86361,HYDROMORPHONE 15 MG/30 ML (0.5 MG/ML) IN 0.9% SOD.CHLORIDE PCA IV SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 15 mg/30 mL (0.5 mg/mL) in 0.9% sod.chloride PCA IV soln,549200,15 mg/30 mL (0.5 mg/mL),patient control.analgesia soln,intravenous
86362,HYDROMORPHONE 18 MG/30 ML (0.6 MG/ML) IN 0.9% SOD.CHLORIDE PCA IV SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 18 mg/30 mL (0.6 mg/mL) in 0.9% sod.chloride PCA IV soln,549201,18 mg/30 mL (0.6 mg/mL),patient control.analgesia soln,intravenous
86363,HYDROMORPHONE 30 MG/30 ML IN 0.9 % SOD. CHLORIDE PCA INTRAVENOUS SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 30 mg/30 mL in 0.9 % sod. chloride PCA intravenous soln,549202,30 mg/30 mL,patient control.analgesia soln,intravenous
86364,HYDROMORPHONE 36 MG/30 ML (1.2 MG/ML) IN 0.9% SOD.CHLORIDE PCA IV SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 36 mg/30 mL (1.2 mg/mL) in 0.9% sod.chloride PCA IV soln,549203,36 mg/30 mL (1.2 mg/mL),patient control.analgesia soln,intravenous
86365,HYDROMORPHONE 60 MG/30 ML (2 MG/ML) IN 0.9 % SOD. CHLORIDE PCA IV SOLN,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 60 mg/30 mL (2 mg/mL) in 0.9 % sod. chloride PCA IV soln,549204,60 mg/30 mL (2 mg/mL),patient control.analgesia soln,intravenous
86366,FENTANYL (PF) 300 MCG/30 ML (10 MCG/ML) IN 0.9 % NACL PCA INJ SOLUTION,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL (PF) 300 mcg/30 mL (10 mcg/mL) in 0.9 % NaCl PCA inj solution,549210,300 mcg/30 mL (10 mcg/mL),patient control.analgesia soln,injection
86367,FENTANYL (PF) 600 MCG/30 ML (20 MCG/ML) IN 0.9 % NACL PCA INJ SOLUTION,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL (PF) 600 mcg/30 mL (20 mcg/mL) in 0.9 % NaCl PCA inj solution,549211,600 mcg/30 mL,patient control.analgesia soln,injection
86368,FENTANYL (PF) 900 MCG/30 ML (30 MCG/ML) IN 0.9 % NACL PCA INJ SOLUTION,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL (PF) 900 mcg/30 mL (30 mcg/mL) in 0.9 % NaCl PCA inj solution,549212,900 mcg/30 mL,patient control.analgesia soln,injection
86369,"FENTANYL (PF) 1,200 MCG/30 ML (40 MCG/ML) IN 0.9 % NACL PCA INJ SOLN",12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,"fentaNYL (PF) 1,200 mcg/30 mL (40 mcg/mL) in 0.9 % NaCl PCA inj soln",549213,"1,200 mcg/30 mL",patient control.analgesia soln,injection
86380,HYDROMORPHONE (PF) 4 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,9990305780,HYDROMORPHONE HCL/PF,HYDROmorphone (PF) 4 mg/mL injection syringe,551565,4 mg/mL,syringe,injection
86381,HYDROMORPHONE (PF) 1 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,9990305780,HYDROMORPHONE HCL/PF,HYDROmorphone (PF) 1 mg/mL injection syringe,551566,1 mg/mL,syringe,injection
86382,HYDROMORPHONE (PF) 2 MG/ML INJECTION SYRINGE,12236,OPIOID ANALGESICS,9990305780,HYDROMORPHONE HCL/PF,HYDROmorphone (PF) 2 mg/mL injection syringe,551568,2 mg/mL,syringe,injection
86383,HYDROMORPHONE (PF) 10 MG/ML INJECTION SOLUTION,12236,OPIOID ANALGESICS,9990305780,HYDROMORPHONE HCL/PF,HYDROmorphone (PF) 10 mg/mL injection solution,551570,10 mg/mL,solution,injection
86701,FENTANYL (PF) 750 MCG/30 ML (25 MCG/ML) IN 0.9 % NACL PCA INJ SOLUTION,12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,fentaNYL (PF) 750 mcg/30 mL (25 mcg/mL) in 0.9 % NaCl PCA inj solution,552185,750 mcg/30 mL,patient control.analgesia soln,injection
86702,"FENTANYL (PF) 1,500 MCG/30 ML (50 MCG/ML) IN 0.9 % NACL PCA INJ SOLN",12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,"fentaNYL (PF) 1,500 mcg/30 mL (50 mcg/mL) in 0.9 % NaCl PCA inj soln",552186,"1,500 mcg/30 mL",patient control.analgesia soln,injection
86703,HYDROMORPHONE 7.5 MG/25 ML IN 0.9 % SODIUM CHLORIDE PCA SYRINGE,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 7.5 mg/25 mL in 0.9 % sodium chloride PCA syringe,552187,7.5 mg/25 mL,pt controlled analgesia syring,injection
86887,"MORPHINE ER 10 MG CAPSULE,EXTENDED RELEASE PELLETS",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 10 mg capsule,extended release pellets",552428,10 mg,"capsule,extend.release pellets",oral
86893,"KADIAN 10 MG CAPSULE,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 10 mg capsule,extended release pellets",552428,10 mg,"capsule,extend.release pellets",oral
87290,"FENTANYL 300 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 300 mcg buccal tablet, effervescent",552968,300 mcg,"tablet, effervescent",buccal
87303,"FENTORA 300 MCG BUCCAL TABLET, EFFERVESCENT",12236,OPIOID ANALGESICS,6510002510,FENTANYL CITRATE,"fentaNYL 300 mcg buccal tablet, effervescent",552968,300 mcg,"tablet, effervescent",buccal
93740,HYDROMORPHONE 10 MG/25ML (0.4MG/ML) IN 0.9% SODCHL PCA INJECT. SYRINGE,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 10 mg/25mL (0.4mg/mL) in 0.9% sodchl PCA inject. Syringe,553390,10 mg/25 mL (0.4 mg/mL),pt controlled analgesia syring,injection
94256,"OXYCODONE ER 15 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 15 mg tablet,extended release,12 hr",553925,15 mg,tablet extended release 12 hr,oral
94257,"OXYCODONE ER 30 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 30 mg tablet,extended release,12 hr",553926,30 mg,tablet extended release 12 hr,oral
94258,"OXYCODONE ER 60 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 60 mg tablet,extended release,12 hr",553927,60 mg,tablet extended release 12 hr,oral
94271,"OXYCONTIN 15 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 15 mg tablet,extended release,12 hr",553925,15 mg,tablet extended release 12 hr,oral
94272,"OXYCONTIN 30 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 30 mg tablet,extended release,12 hr",553926,30 mg,tablet extended release 12 hr,oral
94273,"OXYCONTIN 60 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,"oxyCODONE ER 60 mg tablet,extended release,12 hr",553927,60 mg,tablet extended release 12 hr,oral
94305,TREZIX 356.4 MG-30 MG-16 MG CAPSULE,13495,"OPIOID ANALGESIC,NON-SALICYLATE,XANTHINE COMB",9990304300,ACETAMINOPHEN/CAFF/DIHYDROCOD,acetaminophen 356.4 mg-caffeine 30 mg-dihydrocodeine 16 mg capsule,189935,356.4-30-16 mg,capsule,oral
94327,CARISOPRODOL COMPOUND WITH CODEINE 200 MG-325 MG-16 MG TABLET,13499,"SKELETAL MUSCLE RELAXANT,SALICYLAT,OPIOID ANALGESC",9990300345,CARISOPRODOL/ASPIRIN/CODEINE,carisoprodoL 200 mg-aspirin 325 mg-codeine 16 mg tablet,173078,200-325-16 mg,tablet,oral
94469,HYDROCODONE 10 MG-IBUPROFEN 200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 10 mg-ibuprofen 200 mg tablet,554201,10-200 mg,tablet,oral
94476,IBUDONE 5 MG-200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 5 mg-ibuprofen 200 mg tablet,469644,5-200 mg,tablet,oral
94477,IBUDONE 10 MG-200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 10 mg-ibuprofen 200 mg tablet,554201,10-200 mg,tablet,oral
94660,OXYCODONE 10 MG TABLET,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 10 mg tablet,554375,10 mg,tablet,oral
94661,OXYCODONE 20 MG TABLET,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 20 mg tablet,554376,20 mg,tablet,oral
94666,DAZIDOX 10 MG TABLET,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 10 mg tablet,554375,10 mg,tablet,oral
94667,DAZIDOX 20 MG TABLET,12236,OPIOID ANALGESICS,6510007510,OXYCODONE HCL,oxyCODONE 20 mg tablet,554376,20 mg,tablet,oral
94783,HYDROCODONE 7.5 MG-ACETAMINOPHEN 500 MG/15 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 7.5 mg-acetaminophen 500 mg/15 mL oral solution,554420,7.5-500 mg/15 mL,solution,oral
94784,HYDROCODONE 5 MG-ACETAMINOPHEN 334 MG/10 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 334 mg/10 mL oral solution,554450,5-334 mg/10 mL,solution,oral
94853,"OXYMORPHONE ER 7.5 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 7.5 mg tablet,extended release,12 hr",554583,7.5 mg,tablet extended release 12 hr,oral
94854,"OXYMORPHONE ER 15 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 15 mg tablet,extended release,12 hr",554584,15 mg,tablet extended release 12 hr,oral
94855,"OXYMORPHONE ER 30 MG TABLET,EXTENDED RELEASE,12 HR",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 30 mg tablet,extended release,12 hr",554585,30 mg,tablet extended release 12 hr,oral
94858,"OPANA ER 7.5 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 7.5 mg tablet,extended release,12 hr",554583,7.5 mg,tablet extended release 12 hr,oral
94859,"OPANA ER 15 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 15 mg tablet,extended release,12 hr",554584,15 mg,tablet extended release 12 hr,oral
94861,"OPANA ER 30 MG TABLET,EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510008010,OXYMORPHONE HCL,"oxyMORphone ER 30 mg tablet,extended release,12 hr",554585,30 mg,tablet extended release 12 hr,oral
95374,HYDROMORPHONE 11 MG/55 ML IN 0.9 % SODIUM CHLORIDE PCA SYRINGE,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 11 mg/55 mL in 0.9 % sodium chloride PCA syringe,549222,11 mg/55 mL,pt controlled analgesia syring,injection
95458,PRIMLEV 10 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-300 mg tablet,545246,10-300 mg,tablet,oral
95459,PRIMLEV 7.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 7.5 mg-300 mg tablet,545245,7.5-300 mg,tablet,oral
95460,PRIMLEV 5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 5 mg-300 mg tablet,545244,5-300 mg,tablet,oral
95461,PRIMALEV 2.5 MG-300 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 2.5 mg-300 mg tablet,545243,2.5-300 mg,tablet,oral
95618,MORPHINE (PF) 150 MG/30 ML PCA INTRAVENOUS SOLUTION,12236,OPIOID ANALGESICS,9990304436,MORPHINE SULFATE/PF,morphine (PF) 150 mg/30 mL PCA intravenous solution,555199,150 mg/30 mL,patient control.analgesia soln,intravenous
95619,MORPHINE (PF) 30 MG/30 ML (1 MG/ML) PCA INTRAVENOUS SOLUTION,12236,OPIOID ANALGESICS,9990304436,MORPHINE SULFATE/PF,morphine (PF) 30 mg/30 mL (1 mg/mL) PCA intravenous solution,555200,30 mg/30 mL (1 mg/mL),patient control.analgesia soln,intravenous
96008,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG/15 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 325 mg/15 mL oral solution,555754,10-325 mg/15 mL,solution,oral
96110,ZAMICET 10 MG-325 MG/15 ML ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 325 mg/15 mL oral solution,555754,10-325 mg/15 mL,solution,oral
96238,FENTANYL(PF) 100 MCG/50 ML(2 MCG/ML)-BUPIV 0.0625 % NACL EPIDURAL SYRG,12236,OPIOID ANALGESICS,9990305595,FENTANYL/BUPIVACAINE/NS/PF,fentaNYL(PF) 100 mcg/50 mL(2 mcg/mL)-bupiv 0.0625 % NaCl epidural syrg,556052,2 mcg/mL- 0.0625 %,syringe,epidural
97080,"FENTANYL (PF) 1,375 MCG/55 ML (25 MCG/ML) IN 0.9 % NACL IV PCA SYRINGE",12236,OPIOID ANALGESICS,9990304493,FENTANYL CITRATE-0.9 % NACL/PF,"fentaNYL (PF) 1,375 mcg/55 mL (25 mcg/mL) in 0.9 % NaCl IV PCA syringe",549219,"1,375 mcg/55 mL (25 mcg/mL)",pt controlled analgesia syring,intravenous
97106,HYDROMORPHONE 100 MG/100 ML (1 MG/ML) IN 0.9 % SOD. CHLORIDE PUMP RESV,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 100 mg/100 mL (1 mg/mL) in 0.9 % sod. chloride pump resv,556983,100 mg/100 mL (1 mg/mL),prefilled pump reservoir,injection
97107,MEPERIDINE 500 MG/50 ML (10 MG/ML) IN 0.9% SOD.CHLORIDE IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990304496,MEPERIDINE HCL IN 0.9 % NACL,meperidine 500 mg/50 mL (10 mg/mL) in 0.9% sod.chloride IV PCA syringe,556984,500 mg/50 mL (10 mg/mL),pt controlled analgesia syring,intravenous
97111,MORPHINE 500 MG/100 ML (5 MG/ML) IN 0.9 % SOD. CHLOR IV PUMP RESERVOIR,12236,OPIOID ANALGESICS,9990304497,MORPHINE SULFATE IN 0.9 % NACL,morphine 500 mg/100 mL (5 mg/mL) in 0.9 % sod. chlor IV pump reservoir,556988,500 mg/100 mL (5 mg/mL),prefilled pump reservoir,intravenous
97112,MORPHINE 50 MG/50 ML (1 MG/ML) IN 0.9 % SODIUM CHLORIDE IV PCA SYRINGE,12236,OPIOID ANALGESICS,9990304497,MORPHINE SULFATE IN 0.9 % NACL,morphine 50 mg/50 mL (1 mg/mL) in 0.9 % sodium chloride IV PCA syringe,556989,50 mg/50 mL (1 mg/mL),pt controlled analgesia syring,intravenous
97123,HYDROMORPHONE 20 MG/100 ML (0.2 MG/ML) IN 0.9 % NACL IV PUMP RESERVOIR,12236,OPIOID ANALGESICS,9990304495,HYDROMORPHONE HCL IN 0.9% NACL,HYDROmorphone 20 mg/100 mL (0.2 mg/mL) in 0.9 % NaCl IV pump reservoir,557000,20 mg/100 mL (0.2 mg/mL),prefilled pump reservoir,intravenous
97226,REPREXAIN 10 MG-200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 10 mg-ibuprofen 200 mg tablet,554201,10-200 mg,tablet,oral
97234,XOLOX 10 MG-500 MG TABLET,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990300380,OXYCODONE HCL/ACETAMINOPHEN,oxyCODONE-acetaminophen 10 mg-500 mg tablet,545718,10-500 mg,tablet,oral
97274,"MORPHINE ER 45 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 45 mg capsule,extended release 24 hr multiphase",557158,45 mg,"capsule, ER multiphase 24 hr",oral
97275,"MORPHINE ER 75 MG CAPSULE,EXTENDED RELEASE 24 HR MULTIPHASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 75 mg capsule,extended release 24 hr multiphase",557159,75 mg,"capsule, ER multiphase 24 hr",oral
97280,"AVINZA 45 MG CAPSULE, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 45 mg capsule,extended release 24 hr multiphase",557158,45 mg,"capsule, ER multiphase 24 hr",oral
97281,"AVINZA 75 MG CAPSULE, EXTENDED RELEASE",12236,OPIOID ANALGESICS,6510005510,MORPHINE SULFATE,"morphine ER 75 mg capsule,extended release 24 hr multiphase",557159,75 mg,"capsule, ER multiphase 24 hr",oral
97371,HYDROCODONE 2.5 MG-IBUPROFEN 200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 2.5 mg-ibuprofen 200 mg tablet,557259,2.5-200 mg,tablet,oral
97381,REPREXAIN 2.5 MG-200 MG TABLET,12878,OPIOID ANALGESIC AND NSAID COMBINATION,9990305429,HYDROCODONE/IBUPROFEN,HYDROcodone 2.5 mg-ibuprofen 200 mg tablet,557259,2.5-200 mg,tablet,oral
97447,HYDROCODONE 10 MG-ACETAMINOPHEN 325 MG/15 ML (15 ML) ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 10 mg-acetaminophen 325 mg/15 mL (15 mL) oral solution,557196,10-325 mg/15 mL(15 mL),solution,oral
97448,HYDROCODONE 5 MG-ACETAMINOPHEN 163 MG/7.5 ML (7.5 ML) ORAL SOLUTION,13121,OPIOID ANALGESIC AND NON-SALICYLATE ANALGESICS,9990304027,HYDROCODONE/ACETAMINOPHEN,HYDROcodone 5 mg-acetaminophen 163 mg/7.5 mL (7.5 mL) oral solution,557197,5-163 mg/7.5mL(7.5mL),solution,oral
97511,FENTANYL (PF) 250 MCG/5 ML (50 MCG/ML) INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,9990304461,FENTANYL CITRATE/PF,fentaNYL (PF) 250 mcg/5 mL (50 mcg/mL) intravenous syringe,557336,250 mcg/5 mL (50 mcg/mL),syringe,intravenous
97512,FENTANYL (PF) 100 MCG/2 ML (50 MCG/ML) INTRAVENOUS SYRINGE,12236,OPIOID ANALGESICS,9990304461,FENTANYL CITRATE/PF,fentaNYL (PF) 100 mcg/2 mL (50 mcg/mL) intravenous syringe,557337,100 mcg/2 mL (50 mcg/mL),syringe,intravenous
